event_id,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
6061,2014-06-17,1402934400,30.0,25.9,27.7,36.2,25.9,31.6,25.3,86.94,7.2,,23.53,,,,,18.2,148.1,1010.1,90.6,10.8,,,0.0,05:23:21,1402953801,17:55:54,1402998954,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['RPMD', '98753099999']"
4826,2013-04-27,1367010000,24.0,15.3,19.5,24.0,15.3,19.5,15.8,80.55,0.0,,0.0,,,,,20.5,121.3,,83.7,11.1,,,0.0,06:28:35,1367033315,18:33:08,1367076788,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['63717099999', 'HKJK', '63741099999', 'HKNC', 'HKNW', '63740099999', '63742099999']"
2088,2010-07-16,1279206000,31.4,23.3,26.5,35.9,23.3,28.0,22.9,81.55,22.1,,8.33,,,,,15.3,119.3,1017.9,44.5,13.9,,,0.0,04:47:51,1279223271,19:06:44,1279274804,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['47636099999', '47617099999', '47637099999', '47634099999', '47632099999', '47684099999']"
7001,2015-06-27,1435341600,25.7,23.7,24.8,25.7,23.7,24.8,24.6,99.17,316.87,,100.0,,,,,4.4,126.3,1000.4,100.0,2.9,,,0.0,05:12:08,1435360328,18:36:37,1435408597,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['48051099999', '41998099999', '41992099999']"
7218,2015-07-11,1436590800,32.5,21.0,26.4,35.8,21.0,27.8,20.5,72.1,75.71,,45.83,,0.0,0.0,61.9,21.1,160.3,1016.8,60.8,15.3,,,0.0,05:47:04,1436611624,20:34:33,1436664873,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72047600455', 'KPPQ', '72443093989', '74466353950', 'KI63', 'KUIN']"
3000,2011-01-14,1294934400,32.1,24.1,27.5,41.8,24.1,31.0,24.6,84.89,0.0,,0.0,,,,,10.8,174.0,1006.9,56.3,23.1,,,0.0,05:52:20,1294955540,17:34:46,1294997686,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['98755099999']
8815,2011-02-26,1298707200,2.5,-6.0,-1.1,2.4,-10.5,-3.6,-7.7,61.8,0.0,,0.0,,,,135.4,14.2,114.4,1017.6,53.3,16.0,,,0.0,06:58:04,1298732284,17:58:48,1298771928,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCVO', 'KONP', '72694024232', '99999904236', '72694524202']"
3977,2011-09-17,1316196900,27.0,17.8,23.6,27.9,17.8,23.7,18.3,73.12,0.0,,0.0,,,,,14.8,190.0,,85.3,8.4,,,0.0,05:46:37,1316217697,18:03:58,1316261938,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['44454099999', 'VNKT', '44462099999']"
1636,2010-04-06,1270522800,23.7,20.8,22.3,23.7,20.8,22.3,21.3,94.17,0.0,,0.0,,,,55.4,32.4,248.8,,100.0,3.7,,,0.0,06:02:06,1270544526,17:47:05,1270586825,0.76,Overcast,Cloudy skies throughout the day.,wind,"['SBRJ', 'SBGL', 'SBAF', '83746099999', '83755099999']"
5036,2013-07-05,1372962600,36.6,28.0,31.6,46.3,31.3,37.5,24.1,65.17,0.0,,0.0,,,,,22.3,109.4,996.3,50.8,4.0,,,0.0,05:27:02,1372982222,19:42:55,1373033575,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['OPST', '41599099999', '41600099999']"
5027,2013-07-04,1372910400,22.4,16.7,19.0,22.4,16.7,19.0,18.5,96.68,52.01,,87.5,,,,27.7,17.6,132.7,1022.8,44.1,12.8,,,0.0,06:19:36,1372933176,20:49:23,1372985363,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72314453890', '72315003812', '99999953877', '99999953878', 'KAVL']"
5820,2014-01-23,1390406400,29.0,24.9,27.3,34.5,24.9,30.2,24.1,83.03,30.0,,12.5,,,,,25.9,262.7,1009.2,68.0,7.9,,,0.0,06:16:00,1390428960,18:46:29,1390473989,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['WADD', '97230099999', '97192599999']"
7764,2015-12-21,1450684800,11.3,6.2,8.3,11.3,1.6,5.1,6.0,85.64,19.51,,70.83,,0.0,0.0,72.4,48.7,220.7,1002.2,71.1,10.2,,,0.0,07:48:10,1450712890,16:40:06,1450744806,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['KONP', '72693024221', '99999904236', '72695024285', 'KEUG']"
8996,2016-07-14,1468434600,32.6,27.7,30.3,44.6,33.3,40.3,27.6,85.6,7.0,,11.76,,,,,12.2,133.5,1000.9,86.7,3.6,,,0.0,04:39:45,1468451385,18:17:41,1468500461,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['42410099999', 'VEGT', '42414099999', '42408099999', '42516099999', '42409099999', '42512099999']"
2742,2010-11-21,1290319200,23.5,19.0,20.5,23.5,19.0,20.5,17.5,83.33,3.0,,4.17,,,,,18.4,111.0,1012.4,78.6,11.2,,,0.0,05:32:59,1290339179,17:10:20,1290381020,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['78764099999', 'MROC', '78762099999', 'MRPV']"
4020,2011-10-17,1318762800,17.2,7.2,12.2,17.2,5.0,11.5,9.1,82.94,0.5,,12.5,,,,,21.9,253.0,1015.4,0.0,18.8,,,0.0,06:27:03,1318786023,19:38:08,1318833488,0.63,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['93404099999', '93498099999']"
4843,2013-05-07,1367899200,18.9,4.0,10.6,18.9,4.0,10.6,7.0,81.15,1.5,,4.17,,,,27.7,15.2,156.8,1012.5,20.3,13.5,,,0.0,06:33:05,1367922785,20:22:49,1367972569,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72315003812', 'K1A5', '99999953877', '99999953878', 'A0000363844', 'KAVL']"
